id,Address,State,County,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
60245,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/4/03,27.583333,43,7,41
60246,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/5/03,21.916667,29,21,27
60247,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/5/03,21.916667,29,21,27
60248,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/5/03,21.916667,29,21,27
60249,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/5/03,21.916667,29,21,27
60250,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/6/03,19.041667,37,21,35
60251,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/6/03,19.041667,37,21,35
60252,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/6/03,19.041667,37,21,35
60253,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/6/03,19.041667,37,21,35
60254,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/7/03,33.541667,54,18,51
60255,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/7/03,33.541667,54,18,51
60256,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/7/03,33.541667,54,18,51
60257,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/7/03,33.541667,54,18,51
60258,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/8/03,22.695652,30,4,28
60259,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/8/03,22.695652,30,4,28
60260,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/8/03,22.695652,30,4,28
60261,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/8/03,22.695652,30,4,28
60262,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/03,26.25,49,7,46
60263,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/03,26.25,49,7,46
60264,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/03,26.25,49,7,46
60265,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/03,26.25,49,7,46
60266,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/03,18,22,7,21
60267,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/03,18,22,7,21
60268,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/03,18,22,7,21
60269,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/03,18,22,7,21
60270,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/03,30.291667,56,21,53
60271,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/03,30.291667,56,21,53
60272,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/03,30.291667,56,21,53
60273,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/03,30.291667,56,21,53
60274,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/03,24.583333,45,21,42
60275,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/03,24.583333,45,21,42
60276,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/03,24.583333,45,21,42
60277,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/03,24.583333,45,21,42
60278,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/03,19.375,57,23,54
60279,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/03,19.375,57,23,54
60280,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/03,19.375,57,23,54
60281,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/03,19.375,57,23,54
60282,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/03,30.708333,52,0,49
60283,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/03,30.708333,52,0,49
60284,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/03,30.708333,52,0,49
60285,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/03,30.708333,52,0,49
60286,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/03,27.272727,39,0,37
60287,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/03,27.272727,39,0,37
60288,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/03,27.272727,39,0,37
60289,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/03,27.272727,39,0,37
60290,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/03,29.208333,39,7,37
60291,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/03,29.208333,39,7,37
60292,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/03,29.208333,39,7,37
60293,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/03,29.208333,39,7,37
60294,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/03,20.791667,40,21,38
60295,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/03,20.791667,40,21,38
60296,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/03,20.791667,40,21,38
60297,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/03,20.791667,40,21,38
60298,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/03,45.625,60,9,57
60299,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/03,45.625,60,9,57
60300,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/03,45.625,60,9,57
60301,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/03,45.625,60,9,57
60302,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/03,26.375,74,23,72
60303,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/03,26.375,74,23,72
60304,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/03,26.375,74,23,72
60305,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/03,26.375,74,23,72
60306,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/03,27.458333,70,0,68
60307,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/03,27.458333,70,0,68
60308,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/03,27.458333,70,0,68
60309,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/03,27.458333,70,0,68
60310,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/03,26,51,7,48
60311,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/03,26,51,7,48
60312,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/03,26,51,7,48
60313,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/03,26,51,7,48
60314,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/03,37,49,17,46
60315,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/03,37,49,17,46
60316,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/03,37,49,17,46
60317,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/03,37,49,17,46
60318,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/03,34.291667,47,7,44
60319,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/03,34.291667,47,7,44
60320,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/03,34.291667,47,7,44
60321,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/03,34.291667,47,7,44
60322,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/03,26.708333,36,6,34
60323,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/03,26.708333,36,6,34
60324,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/03,26.708333,36,6,34
60325,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/03,26.708333,36,6,34
60326,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/03,28.73913,56,21,53
60327,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/03,28.73913,56,21,53
60328,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/03,28.73913,56,21,53
60329,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/03,28.73913,56,21,53
60330,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/03,33.666667,51,4,48
60331,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/03,33.666667,51,4,48
60332,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/03,33.666667,51,4,48
60333,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/03,33.666667,51,4,48
60334,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/03,20.791667,36,0,34
60335,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/03,20.791667,36,0,34
60336,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/03,20.791667,36,0,34
60337,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/03,20.791667,36,0,34
60338,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/03,15.791667,24,19,23
60339,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/03,15.791667,24,19,23
60340,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/03,15.791667,24,19,23
60341,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/03,15.791667,24,19,23
60342,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/03,20.333333,49,22,46
60343,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/03,20.333333,49,22,46
60344,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/03,20.333333,49,22,46
60345,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/03,20.333333,49,22,46
60346,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/03,33.041667,52,8,49
60347,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/03,33.041667,52,8,49
60348,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/03,33.041667,52,8,49
60349,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/03,33.041667,52,8,49
60350,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/03,20.045455,42,0,40
60351,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/03,20.045455,42,0,40
60352,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/03,20.045455,42,0,40
60353,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/03,20.045455,42,0,40
60354,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/03,29.125,49,21,46
60355,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/03,29.125,49,21,46
60356,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/03,29.125,49,21,46
60357,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/03,29.125,49,21,46
60358,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/03,30.291667,41,20,39
60359,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/03,30.291667,41,20,39
60360,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/03,30.291667,41,20,39
60361,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/03,30.291667,41,20,39
60362,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/03,19.875,32,0,30
60363,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/03,19.875,32,0,30
60364,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/03,19.875,32,0,30
60365,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/03,19.875,32,0,30
60366,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/03,22.541667,40,17,38
60367,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/03,22.541667,40,17,38
60368,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/03,22.541667,40,17,38
60369,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/03,22.541667,40,17,38
60370,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/03,22.583333,33,23,31
60371,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/03,22.583333,33,23,31
60372,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/03,22.583333,33,23,31
60373,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/03,22.583333,33,23,31
60374,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/03,29.166667,42,8,40
60375,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/03,29.166667,42,8,40
60376,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/03,29.166667,42,8,40
60377,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/03,29.166667,42,8,40
60378,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/03,24.434783,36,0,34
60379,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/03,24.434783,36,0,34
60380,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/03,24.434783,36,0,34
60381,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/03,24.434783,36,0,34
60382,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/8/03,22.958333,44,22,42
