id,Address,State,County,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
60367,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/4/05,33.1,47,14,44
60368,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/4/05,33.1,47,14,44
60369,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/5/05,34.583333,56,19,53
60370,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/5/05,34.583333,56,19,53
60371,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/5/05,34.583333,56,19,53
60372,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/5/05,34.583333,56,19,53
60373,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/6/05,31.5,41,2,39
60374,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/6/05,31.5,41,2,39
60375,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/6/05,31.5,41,2,39
60376,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/6/05,31.5,41,2,39
60377,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/8/05,9.958333,16,7,15
60378,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/8/05,9.958333,16,7,15
60379,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/9/05,8.25,11,16,10
60380,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/9/05,8.25,11,16,10
60381,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/9/05,8.25,11,16,10
60382,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/9/05,8.25,11,16,10
60383,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/14/05,17.047619,26,14,25
60384,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/14/05,17.047619,26,14,25
60385,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/14/05,17.047619,26,14,25
60386,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/14/05,17.047619,26,14,25
60387,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/15/05,12.565217,21,23,20
60388,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/15/05,12.565217,21,23,20
60389,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/15/05,12.565217,21,23,20
60390,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/15/05,12.565217,21,23,20
60391,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/16/05,9.375,13,5,12
60392,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/16/05,9.375,13,5,12
60393,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/16/05,9.375,13,5,12
60394,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/16/05,9.375,13,5,12
60395,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/05,16.571429,34,23,32
60396,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/05,16.571429,34,23,32
60397,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/05,16.571429,34,23,32
60398,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/05,16.571429,34,23,32
60399,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/05,26.708333,41,17,39
60400,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/05,26.708333,41,17,39
60401,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/05,26.708333,41,17,39
60402,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/05,26.708333,41,17,39
60403,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/05,33.25,52,17,49
60404,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/05,33.25,52,17,49
60405,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/05,33.25,52,17,49
60406,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/05,33.25,52,17,49
60407,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/05,19.875,36,19,34
60408,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/05,19.875,36,19,34
60409,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/05,19.875,36,19,34
60410,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/05,19.875,36,19,34
60411,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/05,34.375,44,15,42
60412,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/05,34.375,44,15,42
60413,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/05,34.375,44,15,42
60414,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/05,34.375,44,15,42
60415,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/05,22.625,35,0,33
60416,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/05,22.625,35,0,33
60417,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/05,22.625,35,0,33
60418,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/05,22.625,35,0,33
60419,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/05,17.166667,32,19,30
60420,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/05,17.166667,32,19,30
60421,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/05,17.166667,32,19,30
60422,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/05,17.166667,32,19,30
60423,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/05,16.227273,21,6,20
60424,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/05,16.227273,21,6,20
60425,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/05,16.227273,21,6,20
60426,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/05,16.227273,21,6,20
60427,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/05,16.208333,24,6,23
60428,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/05,16.208333,24,6,23
60429,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/05,16.208333,24,6,23
60430,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/05,16.208333,24,6,23
60431,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/05,18.041667,26,22,25
60432,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/05,18.041667,26,22,25
60433,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/05,18.041667,26,22,25
60434,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/05,18.041667,26,22,25
60435,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/05,26,34,20,32
60436,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/05,26,34,20,32
60437,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/05,26,34,20,32
60438,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/05,26,34,20,32
60439,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/05,23.5,34,6,32
60440,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/05,23.5,34,6,32
60441,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/05,23.5,34,6,32
60442,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/05,23.5,34,6,32
60443,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/05,24.291667,37,19,35
60444,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/05,24.291667,37,19,35
60445,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/05,24.291667,37,19,35
60446,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/05,24.291667,37,19,35
60447,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/05,25.125,51,19,48
60448,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/05,25.125,51,19,48
60449,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/05,25.125,51,19,48
60450,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/05,25.125,51,19,48
60451,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/05,45.583333,60,19,57
60452,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/05,45.583333,60,19,57
60453,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/05,45.583333,60,19,57
60454,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/05,45.583333,60,19,57
60455,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/05,46.45,62,18,60
60456,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/05,46.45,62,18,60
60457,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/05,46.45,62,18,60
60458,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/05,46.45,62,18,60
60459,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/05,19.541667,36,23,34
60460,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/05,19.541667,36,23,34
60461,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/05,19.541667,36,23,34
60462,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/05,19.541667,36,23,34
60463,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/05,40.416667,52,17,49
60464,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/05,40.416667,52,17,49
60465,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/05,40.416667,52,17,49
60466,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/05,40.416667,52,17,49
60467,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/05,48.791667,62,19,60
60468,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/05,48.791667,62,19,60
60469,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/05,48.791667,62,19,60
60470,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/05,48.791667,62,19,60
60471,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/05,54.083333,71,15,69
60472,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/05,54.083333,71,15,69
60473,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/05,54.083333,71,15,69
60474,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/05,54.083333,71,15,69
60475,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/05,29.916667,46,20,43
60476,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/05,29.916667,46,20,43
60477,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/05,29.916667,46,20,43
60478,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/05,29.916667,46,20,43
60479,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/05,27.454545,43,17,41
60480,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/05,27.454545,43,17,41
60481,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/05,27.454545,43,17,41
60482,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/05,27.454545,43,17,41
60483,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/05,34.75,46,18,43
60484,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/05,34.75,46,18,43
60485,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/05,34.75,46,18,43
60486,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/05,34.75,46,18,43
60487,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/05,30.666667,49,20,46
60488,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/05,30.666667,49,20,46
60489,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/05,30.666667,49,20,46
60490,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/05,30.666667,49,20,46
60491,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/05,20.75,45,0,42
60492,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/05,20.75,45,0,42
60493,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/05,20.75,45,0,42
60494,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/05,20.75,45,0,42
60495,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/05,23,39,23,37
60496,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/05,23,39,23,37
60497,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/05,23,39,23,37
60498,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/05,23,39,23,37
60499,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/05,36.916667,46,18,43
60500,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/05,36.916667,46,18,43
60501,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/05,36.916667,46,18,43
60502,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/05,36.916667,46,18,43
60503,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/05,35.041667,52,20,49
60504,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/05,35.041667,52,20,49
60505,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/05,35.041667,52,20,49
60506,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/05,35.041667,52,20,49
60507,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/05,33.083333,45,18,42
60508,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/05,33.083333,45,18,42
60509,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/05,33.083333,45,18,42
60510,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/05,33.083333,45,18,42
60511,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/05,28,37,18,35
60512,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/05,28,37,18,35
60513,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/05,28,37,18,35
60514,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/05,28,37,18,35
60515,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/05,22.625,32,8,30
60516,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/05,22.625,32,8,30
60517,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/05,22.625,32,8,30
60518,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/05,22.625,32,8,30
60519,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/05,19.25,26,17,25
60520,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/05,19.25,26,17,25
60521,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/05,19.25,26,17,25
60522,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/05,19.25,26,17,25
60523,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/18/05,23.916667,40,18,38
60524,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/18/05,23.916667,40,18,38
60525,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/18/05,23.916667,40,18,38
60526,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/18/05,23.916667,40,18,38
60527,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/19/05,36.125,44,20,42
60528,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/19/05,36.125,44,20,42
60529,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/19/05,36.125,44,20,42
60530,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/19/05,36.125,44,20,42
60531,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/20/05,40.25,58,18,55
60532,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/20/05,40.25,58,18,55
60533,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/20/05,40.25,58,18,55
60534,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/20/05,40.25,58,18,55
60535,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/21/05,53.047619,79,8,78
60536,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/21/05,53.047619,79,8,78
60537,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/21/05,53.047619,79,8,78
60538,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/21/05,53.047619,79,8,78
60539,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/22/05,20.708333,30,3,28
60540,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/22/05,20.708333,30,3,28
60541,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/22/05,20.708333,30,3,28
60542,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/22/05,20.708333,30,3,28
60543,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/23/05,21.333333,37,21,35
60544,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/23/05,21.333333,37,21,35
60545,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/23/05,21.333333,37,21,35
60546,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/23/05,21.333333,37,21,35
60547,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/24/05,21.583333,32,0,30
60548,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/24/05,21.583333,32,0,30
60549,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/24/05,21.583333,32,0,30
60550,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/24/05,21.583333,32,0,30
60551,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/25/05,23.583333,35,19,33
60552,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/25/05,23.583333,35,19,33
60553,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/25/05,23.583333,35,19,33
60554,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/25/05,23.583333,35,19,33
60555,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/26/05,36.458333,45,23,42
60556,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/26/05,36.458333,45,23,42
60557,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/26/05,36.458333,45,23,42
60558,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/26/05,36.458333,45,23,42
60559,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/27/05,39.75,46,7,43
60560,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/27/05,39.75,46,7,43
60561,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/27/05,39.75,46,7,43
60562,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/27/05,39.75,46,7,43
60563,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/28/05,28.458333,36,15,34
60564,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/28/05,28.458333,36,15,34
60565,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/28/05,28.458333,36,15,34
60566,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/28/05,28.458333,36,15,34
60567,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/29/05,14.421053,24,9,23
60568,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/29/05,14.421053,24,9,23
60569,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/29/05,14.421053,24,9,23
60570,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/29/05,14.421053,24,9,23
60571,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/30/05,22.833333,39,8,37
60572,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/30/05,22.833333,39,8,37
60573,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/30/05,22.833333,39,8,37
60574,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/30/05,22.833333,39,8,37
60575,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/1/05,18.125,25,17,24
60576,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/1/05,18.125,25,17,24
60577,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/1/05,18.125,25,17,24
60578,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/1/05,18.125,25,17,24
60579,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/2/05,19.416667,24,18,23
60580,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/2/05,19.416667,24,18,23
60581,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/2/05,19.416667,24,18,23
60582,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/2/05,19.416667,24,18,23
60583,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/3/05,20.666667,31,20,29
60584,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/3/05,20.666667,31,20,29
60585,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/3/05,20.666667,31,20,29
60586,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/3/05,20.666667,31,20,29
60587,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/4/05,28.25,33,3,31
60588,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/4/05,28.25,33,3,31
60589,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/4/05,28.25,33,3,31
60590,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/4/05,28.25,33,3,31
60591,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/5/05,36.090909,40,17,38
60592,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/5/05,36.090909,40,17,38
60593,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/5/05,36.090909,40,17,38
60594,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/5/05,36.090909,40,17,38
60595,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/6/05,28.25,36,0,34
60596,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/6/05,28.25,36,0,34
60597,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/6/05,28.25,36,0,34
60598,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/6/05,28.25,36,0,34
60599,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/7/05,25.083333,33,7,31
60600,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/7/05,25.083333,33,7,31
60601,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/7/05,25.083333,33,7,31
60602,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/7/05,25.083333,33,7,31
60603,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/8/05,29.791667,44,18,42
60604,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/8/05,29.791667,44,18,42
60605,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/8/05,29.791667,44,18,42
60606,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/8/05,29.791667,44,18,42
60607,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/9/05,32.5,42,5,40
60608,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/9/05,32.5,42,5,40
60609,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/9/05,32.5,42,5,40
60610,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/9/05,32.5,42,5,40
60611,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/10/05,36.416667,46,16,43
60612,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/10/05,36.416667,46,16,43
