Address,State,County,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/00,30.958333,43,18,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/00,30.958333,43,18,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/00,30.958333,43,18,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/00,30.958333,43,18,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/00,23.791667,35,6,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/00,23.791667,35,6,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/00,23.791667,35,6,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/00,23.791667,35,6,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/00,19.875,34,20,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/00,19.875,34,20,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/00,19.875,34,20,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/00,19.875,34,20,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/00,25,74,21,72
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/00,25,74,21,72
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/00,25,74,21,72
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/00,25,74,21,72
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/00,37.956522,59,0,56
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/00,37.956522,59,0,56
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/00,37.956522,59,0,56
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/00,37.956522,59,0,56
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/00,30.791667,45,0,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/00,30.791667,45,0,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/00,30.791667,45,0,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/00,30.791667,45,0,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/00,17.375,30,23,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/00,17.375,30,23,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/00,17.375,30,23,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/00,17.375,30,23,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/00,27.416667,48,19,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/00,27.416667,48,19,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/00,27.416667,48,19,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/00,27.416667,48,19,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/00,23.625,36,3,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/00,23.625,36,3,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/00,23.625,36,3,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/00,23.625,36,3,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/00,33.083333,54,7,51
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/00,33.083333,54,7,51
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/00,33.083333,54,7,51
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/00,33.083333,54,7,51
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/00,27.875,39,14,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/00,27.875,39,14,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/00,27.875,39,14,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/00,27.875,39,14,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/00,26.208333,66,20,64
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/00,26.208333,66,20,64
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/00,26.208333,66,20,64
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/00,26.208333,66,20,64
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/00,35.6,55,20,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/00,35.6,55,20,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/00,35.6,55,20,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/00,35.6,55,20,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/00,23.125,38,21,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/00,23.125,38,21,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/00,23.125,38,21,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/00,23.125,38,21,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/00,24.791667,71,22,69
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/00,24.791667,71,22,69
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/00,24.791667,71,22,69
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/00,24.791667,71,22,69
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/00,28.708333,46,0,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/00,28.708333,46,0,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/00,28.708333,46,0,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/00,28.708333,46,0,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/00,18.375,33,5,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/00,18.375,33,5,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/00,18.375,33,5,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/00,18.375,33,5,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/00,16.318182,24,7,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/00,16.318182,24,7,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/00,16.318182,24,7,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/00,16.318182,24,7,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/00,19.416667,26,16,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/00,19.416667,26,16,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/00,19.416667,26,16,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/00,19.416667,26,16,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/00,20.125,41,21,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/00,20.125,41,21,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/00,20.125,41,21,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/00,20.125,41,21,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/00,27.291667,35,1,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/00,27.291667,35,1,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/00,27.291667,35,1,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/00,27.291667,35,1,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/00,19.666667,27,0,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/00,19.666667,27,0,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/00,19.666667,27,0,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/00,19.666667,27,0,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/00,13.541667,22,5,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/00,13.541667,22,5,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/00,13.541667,22,5,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/00,13.541667,22,5,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/00,19.541667,33,19,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/00,19.541667,33,19,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/00,19.541667,33,19,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/00,19.541667,33,19,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/00,32.904762,53,19,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/00,32.904762,53,19,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/00,32.904762,53,19,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/00,32.904762,53,19,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/00,39,55,23,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/00,39,55,23,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/00,39,55,23,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/00,39,55,23,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/00,27.958333,51,0,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/00,27.958333,51,0,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/00,27.958333,51,0,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/00,27.958333,51,0,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/00,22.291667,62,21,60
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/00,22.291667,62,21,60
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/00,22.291667,62,21,60
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/00,22.291667,62,21,60
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/00,29.916667,48,0,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/00,29.916667,48,0,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/00,29.916667,48,0,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/00,29.916667,48,0,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/00,28.708333,55,23,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/00,28.708333,55,23,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/00,28.708333,55,23,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/00,28.708333,55,23,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/8/00,31.291667,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/8/00,31.291667,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/8/00,31.291667,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/8/00,31.291667,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/9/00,35.375,51,3,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/9/00,35.375,51,3,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/9/00,35.375,51,3,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/9/00,35.375,51,3,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/10/00,31.047619,77,21,76
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/10/00,31.047619,77,21,76
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/10/00,31.047619,77,21,76
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/10/00,31.047619,77,21,76
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/11/00,37.333333,60,0,57
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/11/00,37.333333,60,0,57
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/11/00,37.333333,60,0,57
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/11/00,37.333333,60,0,57
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/12/00,15.875,28,17,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/12/00,15.875,28,17,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/12/00,15.875,28,17,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/12/00,15.875,28,17,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/13/00,12.791667,20,21,19
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/13/00,12.791667,20,21,19
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/13/00,12.791667,20,21,19
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/13/00,12.791667,20,21,19
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/14/00,19.181818,26,15,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/14/00,19.181818,26,15,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/14/00,19.181818,26,15,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/14/00,19.181818,26,15,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/15/00,22.625,56,20,53
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/15/00,22.625,56,20,53
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/15/00,22.625,56,20,53
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/15/00,22.625,56,20,53
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/16/00,30.375,50,6,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/16/00,30.375,50,6,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/16/00,30.375,50,6,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/16/00,30.375,50,6,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/17/00,19.083333,44,21,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/17/00,19.083333,44,21,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/17/00,19.083333,44,21,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/17/00,19.083333,44,21,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/18/00,29.458333,41,18,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/18/00,29.458333,41,18,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/18/00,29.458333,41,18,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/18/00,29.458333,41,18,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/19/00,19.208333,32,20,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/19/00,19.208333,32,20,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/19/00,19.208333,32,20,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/19/00,19.208333,32,20,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/20/00,14.666667,29,19,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/20/00,14.666667,29,19,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/20/00,14.666667,29,19,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/20/00,14.666667,29,19,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/21/00,20.708333,43,23,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/21/00,20.708333,43,23,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/21/00,20.708333,43,23,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/21/00,20.708333,43,23,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/22/00,30.875,41,0,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/22/00,30.875,41,0,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/22/00,30.875,41,0,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/22/00,30.875,41,0,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/23/00,39.181818,55,7,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/23/00,39.181818,55,7,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/23/00,39.181818,55,7,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/23/00,39.181818,55,7,52
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/24/00,35.75,76,20,74
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/24/00,35.75,76,20,74
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/24/00,35.75,76,20,74
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/24/00,35.75,76,20,74
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/25/00,28.583333,51,22,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/25/00,28.583333,51,22,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/25/00,28.583333,51,22,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/25/00,28.583333,51,22,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/26/00,36.333333,71,21,69
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/26/00,36.333333,71,21,69
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/26/00,36.333333,71,21,69
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/26/00,36.333333,71,21,69
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/27/00,32.625,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/27/00,32.625,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/27/00,32.625,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/27/00,32.625,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/28/00,27.894737,49,0,46
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/28/00,27.894737,49,0,46
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/28/00,27.894737,49,0,46
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/28/00,27.894737,49,0,46
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/29/00,10,10,23,9
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/29/00,10,10,23,9
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/30/00,23.25,36,19,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/30/00,23.25,36,19,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/30/00,23.25,36,19,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/30/00,23.25,36,19,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/31/00,20.478261,29,0,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/31/00,20.478261,29,0,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/31/00,20.478261,29,0,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/31/00,20.478261,29,0,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/1/00,19.458333,26,22,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/1/00,19.458333,26,22,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/1/00,19.458333,26,22,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/1/00,19.458333,26,22,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/2/00,26.791667,44,20,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/2/00,26.791667,44,20,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/2/00,26.791667,44,20,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/2/00,26.791667,44,20,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/3/00,28.583333,47,22,44
