Address,State,County,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/00,22.958333,31,19,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/00,22.958333,31,19,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/00,22.958333,31,19,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/00,22.958333,31,19,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/00,24.416667,29,5,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/00,24.416667,29,5,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/00,24.416667,29,5,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/00,24.416667,29,5,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/00,26.583333,39,21,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/00,26.583333,39,21,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/00,26.583333,39,21,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/00,26.583333,39,21,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/00,38.375,53,20,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/00,38.375,53,20,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/00,38.375,53,20,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/00,38.375,53,20,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/00,52.791667,73,18,71
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/00,52.791667,73,18,71
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/00,52.791667,73,18,71
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/00,52.791667,73,18,71
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/00,20.625,34,17,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/00,20.625,34,17,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/00,20.625,34,17,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/00,20.625,34,17,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/00,32.083333,43,18,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/00,32.083333,43,18,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/00,32.083333,43,18,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/00,32.083333,43,18,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/00,41.666667,51,16,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/00,41.666667,51,16,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/00,41.666667,51,16,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/00,41.666667,51,16,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/00,42.857143,61,19,58
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/00,42.857143,61,19,58
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/00,42.857143,61,19,58
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/00,42.857143,61,19,58
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/00,58.875,100,13,100
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/00,58.875,100,13,100
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/00,58.875,100,13,100
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/00,58.875,100,13,100
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/00,56.041667,64,11,62
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/00,56.041667,64,11,62
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/00,56.041667,64,11,62
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/00,56.041667,64,11,62
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/00,26.375,59,1,56
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/00,26.375,59,1,56
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/00,26.375,59,1,56
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/00,26.375,59,1,56
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/00,19.25,28,18,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/00,19.25,28,18,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/00,19.25,28,18,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/00,19.25,28,18,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/00,24.708333,37,7,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/00,24.708333,37,7,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/00,24.708333,37,7,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/00,24.708333,37,7,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/00,19.958333,34,18,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/00,19.958333,34,18,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/00,19.958333,34,18,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/00,19.958333,34,18,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/00,23.083333,38,18,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/00,23.083333,38,18,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/00,23.083333,38,18,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/00,23.083333,38,18,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/00,26.136364,43,17,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/00,26.136364,43,17,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/00,26.136364,43,17,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/00,26.136364,43,17,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/00,37,76,23,74
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/00,37,76,23,74
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/00,37,76,23,74
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/00,37,76,23,74
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/00,37.125,81,0,80
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/00,37.125,81,0,80
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/00,37.125,81,0,80
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/00,37.125,81,0,80
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/00,16.541667,21,17,20
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/00,16.541667,21,17,20
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/00,16.541667,21,17,20
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/00,16.541667,21,17,20
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/00,23,35,17,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/00,23,35,17,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/00,23,35,17,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/00,23,35,17,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/00,24,32,18,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/00,24,32,18,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/00,24,32,18,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/00,24,32,18,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/00,32.208333,49,19,46
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/00,32.208333,49,19,46
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/00,32.208333,49,19,46
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/00,32.208333,49,19,46
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/00,32.166667,42,0,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/00,32.166667,42,0,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/00,32.166667,42,0,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/00,32.166667,42,0,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/00,19.708333,32,11,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/00,19.708333,32,11,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/00,19.708333,32,11,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/00,19.708333,32,11,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/00,13.083333,16,2,15
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/00,13.083333,16,2,15
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/00,13.083333,16,2,15
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/00,13.083333,16,2,15
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/00,14.916667,24,17,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/00,14.916667,24,17,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/00,14.916667,24,17,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/00,14.916667,24,17,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/00,21.791667,29,14,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/00,21.791667,29,14,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/00,21.791667,29,14,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/00,21.791667,29,14,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/00,28.583333,36,15,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/00,28.583333,36,15,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/00,28.583333,36,15,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/00,28.583333,36,15,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/00,21.916667,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/00,21.916667,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/00,21.916667,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/00,21.916667,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/00,30.5,38,16,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/00,30.5,38,16,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/00,30.5,38,16,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/00,30.5,38,16,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/00,27.791667,36,8,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/00,27.791667,36,8,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/00,27.791667,36,8,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/00,27.791667,36,8,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/18/00,24.333333,29,23,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/18/00,24.333333,29,23,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/18/00,24.333333,29,23,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/18/00,24.333333,29,23,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/19/00,24.833333,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/19/00,24.833333,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/19/00,24.833333,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/19/00,24.833333,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/20/00,31.916667,40,16,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/20/00,31.916667,40,16,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/20/00,31.916667,40,16,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/20/00,31.916667,40,16,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/21/00,24.833333,29,23,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/21/00,24.833333,29,23,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/21/00,24.833333,29,23,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/21/00,24.833333,29,23,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/22/00,26.458333,34,17,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/22/00,26.458333,34,17,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/22/00,26.458333,34,17,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/22/00,26.458333,34,17,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/23/00,20.5,27,18,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/23/00,20.5,27,18,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/23/00,20.5,27,18,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/23/00,20.5,27,18,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/24/00,30.625,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/24/00,30.625,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/24/00,30.625,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/24/00,30.625,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/25/00,31.666667,38,3,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/25/00,31.666667,38,3,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/25/00,31.666667,38,3,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/25/00,31.666667,38,3,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/26/00,24.875,37,17,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/26/00,24.875,37,17,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/26/00,24.875,37,17,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/26/00,24.875,37,17,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/27/00,21.5,31,0,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/27/00,21.5,31,0,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/27/00,21.5,31,0,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/27/00,21.5,31,0,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/28/00,26.666667,36,20,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/28/00,26.666667,36,20,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/28/00,26.666667,36,20,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/28/00,26.666667,36,20,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/29/00,25.916667,31,18,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/29/00,25.916667,31,18,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/29/00,25.916667,31,18,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/29/00,25.916667,31,18,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/30/00,23.375,32,1,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/30/00,23.375,32,1,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/30/00,23.375,32,1,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/30/00,23.375,32,1,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/1/00,23.5,31,5,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/1/00,23.5,31,5,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/1/00,23.5,31,5,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/1/00,23.5,31,5,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/2/00,23.583333,32,17,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/2/00,23.583333,32,17,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/2/00,23.583333,32,17,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/2/00,23.583333,32,17,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/3/00,28.208333,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/3/00,28.208333,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/3/00,28.208333,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/3/00,28.208333,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/4/00,40.125,70,23,68
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/4/00,40.125,70,23,68
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/4/00,40.125,70,23,68
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/4/00,40.125,70,23,68
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/5/00,40.333333,69,1,67
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/5/00,40.333333,69,1,67
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/5/00,40.333333,69,1,67
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/5/00,40.333333,69,1,67
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/6/00,24.166667,35,17,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/6/00,24.166667,35,17,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/6/00,24.166667,35,17,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/6/00,24.166667,35,17,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/7/00,29.047619,34,4,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/7/00,29.047619,34,4,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/7/00,29.047619,34,4,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/7/00,29.047619,34,4,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/8/00,34.666667,37,6,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/8/00,34.666667,37,6,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/8/00,34.666667,37,6,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/8/00,34.666667,37,6,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/9/00,29.791667,38,18,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/9/00,29.791667,38,18,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/9/00,29.791667,38,18,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/9/00,29.791667,38,18,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/10/00,36.5,41,6,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/10/00,36.5,41,6,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/10/00,36.5,41,6,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/10/00,36.5,41,6,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/11/00,35.208333,43,9,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/11/00,35.208333,43,9,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/11/00,35.208333,43,9,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/11/00,35.208333,43,9,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/12/00,22.708333,31,6,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/12/00,22.708333,31,6,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/12/00,22.708333,31,6,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/12/00,22.708333,31,6,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/13/00,30.5,41,19,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/13/00,30.5,41,19,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/13/00,30.5,41,19,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/13/00,30.5,41,19,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/14/00,30.416667,40,14,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/14/00,30.416667,40,14,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/14/00,30.416667,40,14,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/14/00,30.416667,40,14,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/15/00,30.181818,40,16,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/15/00,30.181818,40,16,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/15/00,30.181818,40,16,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/15/00,30.181818,40,16,38
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/16/00,30.291667,36,23,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/16/00,30.291667,36,23,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/16/00,30.291667,36,23,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/16/00,30.291667,36,23,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/17/00,27.416667,44,16,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/17/00,27.416667,44,16,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/17/00,27.416667,44,16,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/17/00,27.416667,44,16,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/18/00,21.142857,26,7,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/18/00,21.142857,26,7,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/18/00,21.142857,26,7,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/18/00,21.142857,26,7,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/19/00,24.521739,32,11,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/19/00,24.521739,32,11,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/19/00,24.521739,32,11,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/19/00,24.521739,32,11,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/20/00,21.304348,24,15,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/20/00,21.304348,24,15,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/20/00,21.304348,24,15,23
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,12/20/00,21.304348,24,15,23
